Repeat,Fold,Method,k,Selection_rank,Gene
4,4,DEG-only,20,8,RRM2
4,4,DEG-only,20,9,ABCA8
4,4,DEG-only,20,10,TOP2A
4,4,DEG-only,20,11,CHRDL1
4,4,DEG-only,20,12,ADAMTS5
4,4,DEG-only,20,13,CD300LG
4,4,DEG-only,20,14,ECRG4
4,4,DEG-only,20,15,FMO2
4,4,DEG-only,20,16,NTRK2
4,4,DEG-only,20,17,CRYAB
4,4,DEG-only,20,18,PCLAF
4,4,DEG-only,20,19,NUSAP1
4,4,DEG-only,20,20,MMP11
4,4,LASSO,20,1,PITHD1
4,4,LASSO,20,2,NUCLEOLIN
4,4,LASSO,20,3,RPS12
4,4,LASSO,20,4,MAT2B
4,4,LASSO,20,5,CNP
4,4,LASSO,20,6,IGFBP7
4,4,LASSO,20,7,RFX5-AS1
4,4,LASSO,20,8,ZNRF2P1
4,4,LASSO,20,9,ATP5F1A
4,4,LASSO,20,10,CTHRC1
4,4,LASSO,20,11,UBE2D1
4,4,LASSO,20,12,RBMS3-AS3
4,4,LASSO,20,13,ZNF441
4,4,LASSO,20,14,LDHD
4,4,LASSO,20,15,SEL1L2
4,4,LASSO,20,16,PTPRA
4,4,LASSO,20,17,CD209
4,4,LASSO,20,18,AADAC
4,4,LASSO,20,19,ADAMTS4
4,4,LASSO,20,20,ITGBL1
4,4,NIBFS,20,1,CDK1
4,4,NIBFS,20,2,EGFR
4,4,NIBFS,20,3,CCNB1
4,4,NIBFS,20,4,BUB1B
4,4,NIBFS,20,5,CDC20
4,4,NIBFS,20,6,EZH2
4,4,NIBFS,20,7,STAT1
4,4,NIBFS,20,8,CAV1
4,4,NIBFS,20,9,FN1
4,4,NIBFS,20,10,TOP2A
4,4,NIBFS,20,11,PPARG
4,4,NIBFS,20,12,RRM2
4,4,NIBFS,20,13,GNAI1
4,4,NIBFS,20,14,CCNB2
4,4,NIBFS,20,15,UBE2C
4,4,NIBFS,20,16,FGF2
4,4,NIBFS,20,17,CCNA2
4,4,NIBFS,20,18,AURKA
4,4,NIBFS,20,19,MAD2L1
4,4,NIBFS,20,20,GNG2
4,4,mRMR,20,1,TPT1
4,4,mRMR,20,2,TMSB10
4,4,mRMR,20,3,RPL32
4,4,mRMR,20,4,SGK2
4,4,mRMR,20,5,HOXB-AS3
4,4,mRMR,20,6,ZFP42
4,4,mRMR,20,7,MT-ND4
4,4,mRMR,20,8,C7ORF57
4,4,mRMR,20,9,RPL6
4,4,mRMR,20,10,PABPC1
4,4,mRMR,20,11,TNNI2
4,4,mRMR,20,12,S100A7
4,4,mRMR,20,13,RPS15
4,4,mRMR,20,14,COL10A1
4,4,mRMR,20,15,KRT13
4,4,mRMR,20,16,RPLP1
4,4,mRMR,20,17,TDRD12
4,4,mRMR,20,18,PIK3CD-AS1
4,4,mRMR,20,19,RPL12
4,4,mRMR,20,20,LYVE1
4,5,DEG-only,20,1,COL11A1
4,5,DEG-only,20,2,SCARA5
4,5,DEG-only,20,3,COL10A1
4,5,DEG-only,20,4,VEGFD
4,5,DEG-only,20,5,CAVIN2
4,5,DEG-only,20,6,ADH1B
4,5,DEG-only,20,7,ABCA8
4,5,DEG-only,20,8,CHRDL1
4,5,DEG-only,20,9,CD300LG
4,5,DEG-only,20,10,INHBA
4,5,DEG-only,20,11,RRM2
4,5,DEG-only,20,12,FMO2
4,5,DEG-only,20,13,LYVE1
4,5,DEG-only,20,14,MAMDC2
4,5,DEG-only,20,15,ECRG4
4,5,DEG-only,20,16,ADAMTS5
4,5,DEG-only,20,17,PCLAF
4,5,DEG-only,20,18,NTRK2
4,5,DEG-only,20,19,ITIH5
4,5,DEG-only,20,20,LPL
4,5,LASSO,20,1,SEL1L2
4,5,LASSO,20,2,GSTM5
4,5,LASSO,20,3,SEPTIN14P20
4,5,LASSO,20,4,SNX19
4,5,LASSO,20,5,DCT
4,5,LASSO,20,6,CLEC4G
4,5,LASSO,20,7,LINC00852
4,5,LASSO,20,8,OTUD7A
4,5,LASSO,20,9,CCDC141
4,5,LASSO,20,10,CREB5
4,5,LASSO,20,11,RFX5-AS1
4,5,LASSO,20,12,SCN2B
4,5,LASSO,20,13,STIMATE
4,5,LASSO,20,14,MST1L
4,5,LASSO,20,15,CTHRC1
4,5,LASSO,20,16,STXBP3
4,5,LASSO,20,17,PCYT1B
4,5,LASSO,20,18,PCCB
4,5,LASSO,20,19,SULF2
4,5,LASSO,20,20,CILP2
4,5,NIBFS,20,1,CDK1
4,5,NIBFS,20,2,EGFR
4,5,NIBFS,20,3,CCNB1
4,5,NIBFS,20,4,BUB1B
4,5,NIBFS,20,5,FN1
4,5,NIBFS,20,6,CDC20
4,5,NIBFS,20,7,EZH2
4,5,NIBFS,20,8,CAV1
4,5,NIBFS,20,9,STAT1
4,5,NIBFS,20,10,TOP2A
4,5,NIBFS,20,11,GNAI1
4,5,NIBFS,20,12,RRM2
4,5,NIBFS,20,13,PPARG
4,5,NIBFS,20,14,FGF2
4,5,NIBFS,20,15,UBE2C
4,5,NIBFS,20,16,CCNB2
4,5,NIBFS,20,17,KIT
4,5,NIBFS,20,18,GNG2
4,5,NIBFS,20,19,CCNA2
4,5,NIBFS,20,20,IGF1
4,5,mRMR,20,1,COL10A1
4,5,mRMR,20,2,MT-ND4
4,5,mRMR,20,3,RPLP1
4,5,mRMR,20,4,MRFAP1
4,5,mRMR,20,5,MYO3B
4,5,mRMR,20,6,RPL32
4,5,mRMR,20,7,TPT1
4,5,mRMR,20,8,FAM9C
4,5,mRMR,20,9,UBB
4,5,mRMR,20,10,LYVE1
4,5,mRMR,20,11,RPS12
4,5,mRMR,20,12,KLK11
4,5,mRMR,20,13,EFHB
4,5,mRMR,20,14,ACSBG2
4,5,mRMR,20,15,PEG3
4,5,mRMR,20,16,RPL19
4,5,mRMR,20,17,CST5
4,5,mRMR,20,18,TDRD12
4,5,mRMR,20,19,SEL1L2
4,5,mRMR,20,20,RPL6
5,1,DEG-only,20,1,COL10A1
5,1,DEG-only,20,2,COL11A1
5,1,DEG-only,20,3,ADH1B
5,1,DEG-only,20,4,SCARA5
5,1,DEG-only,20,5,CAVIN2
5,1,DEG-only,20,6,VEGFD
5,1,DEG-only,20,7,ABCA8
5,1,DEG-only,20,8,INHBA
5,1,DEG-only,20,9,CHRDL1
5,1,DEG-only,20,10,CD300LG
5,1,DEG-only,20,11,RRM2
5,1,DEG-only,20,12,ECRG4
5,1,DEG-only,20,13,TOP2A
5,1,DEG-only,20,14,NTRK2
5,1,DEG-only,20,15,FMO2
5,1,DEG-only,20,16,MAMDC2
5,1,DEG-only,20,17,LPL
5,1,DEG-only,20,18,CD36
5,1,DEG-only,20,19,MMP11
5,1,DEG-only,20,20,ADAMTS5
5,1,LASSO,20,1,RBMS3-AS3
5,1,LASSO,20,2,SEL1L2
5,1,LASSO,20,3,CLEC4G
5,1,LASSO,20,4,CTHRC1
5,1,LASSO,20,5,GSTM5
5,1,LASSO,20,6,AKAP19
5,1,LASSO,20,7,SNX19
5,1,LASSO,20,8,IGFBP7
5,1,LASSO,20,9,ZNRF2P1
5,1,LASSO,20,10,CCDC141
5,1,LASSO,20,11,CCND2
5,1,LASSO,20,12,CILP2
5,1,LASSO,20,13,AADAC
5,1,LASSO,20,14,TMEM87A
5,1,LASSO,20,15,FREY1
5,1,LASSO,20,16,SEPTIN14P20
5,1,LASSO,20,17,XIAP
5,1,LASSO,20,18,PCNX1
5,1,LASSO,20,19,QRICH1
5,1,LASSO,20,20,RBMS1
5,1,NIBFS,20,1,CDK1
5,1,NIBFS,20,2,EGFR
5,1,NIBFS,20,3,CCNB1
5,1,NIBFS,20,4,STAT1
5,1,NIBFS,20,5,BUB1B
5,1,NIBFS,20,6,CDC20
5,1,NIBFS,20,7,FN1
5,1,NIBFS,20,8,EZH2
5,1,NIBFS,20,9,CAV1
5,1,NIBFS,20,10,TOP2A
5,1,NIBFS,20,11,RRM2
5,1,NIBFS,20,12,GNAI1
5,1,NIBFS,20,13,KIT
5,1,NIBFS,20,14,PPARG
5,1,NIBFS,20,15,UBE2C
5,1,NIBFS,20,16,CCNB2
5,1,NIBFS,20,17,CCNA2
5,1,NIBFS,20,18,FGF2
5,1,NIBFS,20,19,CXCL10
5,1,NIBFS,20,20,FOS
5,1,mRMR,20,1,RPS12
5,1,mRMR,20,2,GLYAT
5,1,mRMR,20,3,ART3
5,1,mRMR,20,4,ALKAL2
5,1,mRMR,20,5,ITIH2
5,1,mRMR,20,6,RPS15
5,1,mRMR,20,7,MT-ND4
5,1,mRMR,20,8,S100A7
5,1,mRMR,20,9,ETNPPL
5,1,mRMR,20,10,RPL32
5,1,mRMR,20,11,TDRD12
5,1,mRMR,20,12,COL10A1
5,1,mRMR,20,13,RPL6
5,1,mRMR,20,14,SLC1A6
5,1,mRMR,20,15,GHSR
5,1,mRMR,20,16,CCDC68
5,1,mRMR,20,17,TPT1
5,1,mRMR,20,18,MRFAP1
5,1,mRMR,20,19,CDH12
5,1,mRMR,20,20,POU3F3
5,2,DEG-only,20,1,COL11A1
5,2,DEG-only,20,2,COL10A1
5,2,DEG-only,20,3,SCARA5
5,2,DEG-only,20,4,ADH1B
5,2,DEG-only,20,5,CAVIN2
5,2,DEG-only,20,6,VEGFD
5,2,DEG-only,20,7,ABCA8
5,2,DEG-only,20,8,CHRDL1
5,2,DEG-only,20,9,INHBA
5,2,DEG-only,20,10,CD300LG
5,2,DEG-only,20,11,RRM2
5,2,DEG-only,20,12,CD36
5,2,DEG-only,20,13,MMP11
5,2,DEG-only,20,14,FMO2
5,2,DEG-only,20,15,ECRG4
5,2,DEG-only,20,16,CFD
5,2,DEG-only,20,17,TOP2A
5,2,DEG-only,20,18,ITIH5
5,2,DEG-only,20,19,RBP4
5,2,DEG-only,20,20,LEP
5,2,LASSO,20,1,RBMS3-AS3
5,2,LASSO,20,2,PCCB
5,2,LASSO,20,3,PRSS35
5,2,LASSO,20,4,ADGRD2
5,2,LASSO,20,5,OTUD7A
5,2,LASSO,20,6,CCDC141
5,2,LASSO,20,7,CTHRC1
5,2,LASSO,20,8,MST1L
5,2,LASSO,20,9,ASB3
5,2,LASSO,20,10,TMEM143
5,2,LASSO,20,11,GSTM5
5,2,LASSO,20,12,ZNF781
5,2,LASSO,20,13,QRICH1
5,2,LASSO,20,14,MSTN
5,2,LASSO,20,15,PCNX1
5,2,LASSO,20,16,CILP2
5,2,LASSO,20,17,CLEC4G
5,2,LASSO,20,18,COL11A1
5,2,LASSO,20,19,B4GALT5
5,2,LASSO,20,20,XAGE3
5,2,NIBFS,20,1,CDK1
5,2,NIBFS,20,2,EGFR
5,2,NIBFS,20,3,CCNB1
5,2,NIBFS,20,4,BUB1B
5,2,NIBFS,20,5,CDC20
5,2,NIBFS,20,6,EZH2
5,2,NIBFS,20,7,FN1
5,2,NIBFS,20,8,CAV1
5,2,NIBFS,20,9,TOP2A
5,2,NIBFS,20,10,STAT1
5,2,NIBFS,20,11,PPARG
5,2,NIBFS,20,12,RRM2
5,2,NIBFS,20,13,FGF2
5,2,NIBFS,20,14,CCNA2
5,2,NIBFS,20,15,GNAI1
5,2,NIBFS,20,16,MAD2L1
5,2,NIBFS,20,17,CCNB2
5,2,NIBFS,20,18,UBE2C
5,2,NIBFS,20,19,FOS
5,2,NIBFS,20,20,KIT
5,2,mRMR,20,1,COL10A1
5,2,mRMR,20,2,RPLP1
5,2,mRMR,20,3,MT-ND4
5,2,mRMR,20,4,UBB
5,2,mRMR,20,5,S100A7
5,2,mRMR,20,6,CPLX2
5,2,mRMR,20,7,TPT1
5,2,mRMR,20,8,SLC28A2
5,2,mRMR,20,9,RPS12
5,2,mRMR,20,10,APOA2
5,2,mRMR,20,11,UBE2T
5,2,mRMR,20,12,RPS15
5,2,mRMR,20,13,SLC6A4
5,2,mRMR,20,14,MT-ND2
5,2,mRMR,20,15,TDRD12
5,2,mRMR,20,16,RPL32
5,2,mRMR,20,17,KCNC2
5,2,mRMR,20,18,CETP
5,2,mRMR,20,19,DNER
5,2,mRMR,20,20,C7ORF57
5,3,DEG-only,20,1,SCARA5
5,3,DEG-only,20,2,COL11A1
5,3,DEG-only,20,3,COL10A1
5,3,DEG-only,20,4,VEGFD
5,3,DEG-only,20,5,ADH1B
5,3,DEG-only,20,6,CAVIN2
5,3,DEG-only,20,7,ABCA8
5,3,DEG-only,20,8,CHRDL1
5,3,DEG-only,20,9,INHBA
5,3,DEG-only,20,10,CD300LG
5,3,DEG-only,20,11,ECRG4
5,3,DEG-only,20,12,RRM2
5,3,DEG-only,20,13,NTRK2
5,3,DEG-only,20,14,FMO2
5,3,DEG-only,20,15,MAMDC2
5,3,DEG-only,20,16,TOP2A
5,3,DEG-only,20,17,ADAMTS5
5,3,DEG-only,20,18,MATN2
5,3,DEG-only,20,19,UHRF1
5,3,DEG-only,20,20,LYVE1
5,3,LASSO,20,1,RBMS3-AS3
5,3,LASSO,20,2,CTHRC1
5,3,LASSO,20,3,CCDC141
5,3,LASSO,20,4,EGFEM1P
5,3,LASSO,20,5,XAGE3
5,3,LASSO,20,6,TP53AIP1
5,3,LASSO,20,7,GSTM5
5,3,LASSO,20,8,SEL1L2
5,3,LASSO,20,9,C3ORF80
5,3,LASSO,20,10,LYVE1
5,3,LASSO,20,11,CD3E
5,3,LASSO,20,12,INHBA
5,3,LASSO,20,13,STXBP3
5,3,LASSO,20,14,DNAH9
5,3,LASSO,20,15,QRICH1
5,3,LASSO,20,16,COL10A1
5,3,LASSO,20,17,EIF1AD
5,3,LASSO,20,18,SEPTIN14P20
5,3,LASSO,20,19,KBTBD2
5,3,LASSO,20,20,DCAF4L1
5,3,NIBFS,20,1,CDK1
5,3,NIBFS,20,2,EGFR
5,3,NIBFS,20,3,CCNB1
5,3,NIBFS,20,4,BUB1B
5,3,NIBFS,20,5,CDC20
5,3,NIBFS,20,6,EZH2
5,3,NIBFS,20,7,FN1
5,3,NIBFS,20,8,CAV1
5,3,NIBFS,20,9,TOP2A
5,3,NIBFS,20,10,STAT1
5,3,NIBFS,20,11,GNAI1
5,3,NIBFS,20,12,RRM2
5,3,NIBFS,20,13,FGF2
5,3,NIBFS,20,14,PPARG
5,3,NIBFS,20,15,UBE2C
5,3,NIBFS,20,16,CCNA2
5,3,NIBFS,20,17,CCNB2
5,3,NIBFS,20,18,FOS
5,3,NIBFS,20,19,MAD2L1
5,3,NIBFS,20,20,GNG2
5,3,mRMR,20,1,RPS18
5,3,mRMR,20,2,VEGFD
5,3,mRMR,20,3,MT-ND4
5,3,mRMR,20,4,TDRD12
5,3,mRMR,20,5,COL10A1
5,3,mRMR,20,6,UBB
5,3,mRMR,20,7,RPLP1
5,3,mRMR,20,8,S100A7
5,3,mRMR,20,9,FCRL2
5,3,mRMR,20,10,TFAP2B
5,3,mRMR,20,11,TOP2A
5,3,mRMR,20,12,WDR38
5,3,mRMR,20,13,RPS15
5,3,mRMR,20,14,TPT1
5,3,mRMR,20,15,SPAG6
5,3,mRMR,20,16,RPL19
5,3,mRMR,20,17,ANKRD35
5,3,mRMR,20,18,MT-ND2
5,3,mRMR,20,19,DPP10
5,3,mRMR,20,20,ECEL1
5,4,DEG-only,20,1,COL11A1
5,4,DEG-only,20,2,SCARA5
5,4,DEG-only,20,3,COL10A1
5,4,DEG-only,20,4,CAVIN2
5,4,DEG-only,20,5,VEGFD
5,4,DEG-only,20,6,ADH1B
5,4,DEG-only,20,7,ABCA8
5,4,DEG-only,20,8,CHRDL1
5,4,DEG-only,20,9,INHBA
5,4,DEG-only,20,10,ECRG4
5,4,DEG-only,20,11,CD300LG
5,4,DEG-only,20,12,ADAMTS5
5,4,DEG-only,20,13,NTRK2
5,4,DEG-only,20,14,RRM2
5,4,DEG-only,20,15,MMP11
5,4,DEG-only,20,16,TOP2A
5,4,DEG-only,20,17,FMO2
5,4,DEG-only,20,18,MAMDC2
5,4,DEG-only,20,19,MME
5,4,DEG-only,20,20,MATN2
5,4,LASSO,20,1,SEL1L2
5,4,LASSO,20,2,FREY1
5,4,LASSO,20,3,RPS12
5,4,LASSO,20,4,CTHRC1
5,4,LASSO,20,5,SCN2B
5,4,LASSO,20,6,AADAC
5,4,LASSO,20,7,MAT2B
5,4,LASSO,20,8,CLEC4G
5,4,LASSO,20,9,PITHD1
5,4,LASSO,20,10,TSPYL2
5,4,LASSO,20,11,MVK
5,4,LASSO,20,12,SEPTIN14P20
5,4,LASSO,20,13,OR10D3
5,4,LASSO,20,14,GSTM5
5,4,LASSO,20,15,LINC00852
5,4,LASSO,20,16,IGFBP7
5,4,LASSO,20,17,GRM8
5,4,LASSO,20,18,B4GALT5
5,4,LASSO,20,19,SNORC
5,4,LASSO,20,20,BARX1-DT
5,4,NIBFS,20,1,EGFR
5,4,NIBFS,20,2,CDK1
5,4,NIBFS,20,3,CCNB1
5,4,NIBFS,20,4,CDC20
5,4,NIBFS,20,5,BUB1B
5,4,NIBFS,20,6,FN1
5,4,NIBFS,20,7,EZH2
5,4,NIBFS,20,8,CAV1
5,4,NIBFS,20,9,TOP2A
5,4,NIBFS,20,10,STAT1
5,4,NIBFS,20,11,RRM2
5,4,NIBFS,20,12,GNAI1
5,4,NIBFS,20,13,FGF2
5,4,NIBFS,20,14,PPARG
5,4,NIBFS,20,15,UBE2C
5,4,NIBFS,20,16,CCNB2
5,4,NIBFS,20,17,KIT
5,4,NIBFS,20,18,GNG2
5,4,NIBFS,20,19,IGF1
5,4,NIBFS,20,20,FOXO1
5,4,mRMR,20,1,COL10A1
5,4,mRMR,20,2,RPS15
5,4,mRMR,20,3,MT-ND4
5,4,mRMR,20,4,UBB
5,4,mRMR,20,5,TPT1
5,4,mRMR,20,6,KRT13
5,4,mRMR,20,7,S100A7
5,4,mRMR,20,8,ZBTB7C-AS2
5,4,mRMR,20,9,LY6K
5,4,mRMR,20,10,PABPC1
5,4,mRMR,20,11,RPL32
5,4,mRMR,20,12,F2
5,4,mRMR,20,13,TDRD12
5,4,mRMR,20,14,PEG3
5,4,mRMR,20,15,MAGEA6
5,4,mRMR,20,16,DLX2
5,4,mRMR,20,17,RPL6
5,4,mRMR,20,18,SCARA5
5,4,mRMR,20,19,SMIM24
5,4,mRMR,20,20,C7ORF57
5,5,DEG-only,20,1,COL11A1
5,5,DEG-only,20,2,COL10A1
5,5,DEG-only,20,3,SCARA5
5,5,DEG-only,20,4,INHBA
5,5,DEG-only,20,5,CAVIN2
5,5,DEG-only,20,6,RRM2
5,5,DEG-only,20,7,ADH1B
5,5,DEG-only,20,8,CHRDL1
5,5,DEG-only,20,9,VEGFD
5,5,DEG-only,20,10,ABCA8
5,5,DEG-only,20,11,CD300LG
5,5,DEG-only,20,12,TOP2A
5,5,DEG-only,20,13,FMO2
5,5,DEG-only,20,14,ADAMTS5
5,5,DEG-only,20,15,MMP11
5,5,DEG-only,20,16,ECRG4
5,5,DEG-only,20,17,LEP
5,5,DEG-only,20,18,NUSAP1
5,5,DEG-only,20,19,UHRF1
5,5,DEG-only,20,20,PCLAF
5,5,LASSO,20,1,GSTM5
5,5,LASSO,20,2,SEL1L2
5,5,LASSO,20,3,PCNX1
5,5,LASSO,20,4,CLEC4G
5,5,LASSO,20,5,CTHRC1
5,5,LASSO,20,6,CCND2
5,5,LASSO,20,7,PTBP1
5,5,LASSO,20,8,DNAH9
5,5,LASSO,20,9,SEPTIN14P20
5,5,LASSO,20,10,RBMS3-AS3
5,5,LASSO,20,11,AADAC
5,5,LASSO,20,12,CCDC141
5,5,LASSO,20,13,QRICH1
5,5,LASSO,20,14,AKAP19
5,5,LASSO,20,15,CLCN5
5,5,LASSO,20,16,LINC00852
5,5,LASSO,20,17,OTUD7A
5,5,LASSO,20,18,IGFBP7
5,5,LASSO,20,19,GSR
5,5,LASSO,20,20,CREB5
5,5,NIBFS,20,1,CDK1
5,5,NIBFS,20,2,EGFR
5,5,NIBFS,20,3,CCNB1
5,5,NIBFS,20,4,FN1
5,5,NIBFS,20,5,BUB1B
5,5,NIBFS,20,6,CDC20
5,5,NIBFS,20,7,EZH2
5,5,NIBFS,20,8,STAT1
5,5,NIBFS,20,9,CAV1
5,5,NIBFS,20,10,TOP2A
5,5,NIBFS,20,11,GNAI1
5,5,NIBFS,20,12,RRM2
5,5,NIBFS,20,13,PPARG
5,5,NIBFS,20,14,CCNB2
5,5,NIBFS,20,15,CCNA2
5,5,NIBFS,20,16,UBE2C
5,5,NIBFS,20,17,GNG2
5,5,NIBFS,20,18,KIT
5,5,NIBFS,20,19,FGF2
5,5,NIBFS,20,20,MAD2L1
5,5,mRMR,20,1,RPLP1
5,5,mRMR,20,2,LYVE1
5,5,mRMR,20,3,UBB
5,5,mRMR,20,4,MT-ND4
5,5,mRMR,20,5,TPRG1
5,5,mRMR,20,6,COL10A1
5,5,mRMR,20,7,KRT13
5,5,mRMR,20,8,TPT1
5,5,mRMR,20,9,CPLX2
5,5,mRMR,20,10,RPS15
5,5,mRMR,20,11,C7ORF57
5,5,mRMR,20,12,S100A7
5,5,mRMR,20,13,PRAME
5,5,mRMR,20,14,RPS12
5,5,mRMR,20,15,MYL2
5,5,mRMR,20,16,RGS20
5,5,mRMR,20,17,ASPM
5,5,mRMR,20,18,TSPEAR
5,5,mRMR,20,19,BLK
5,5,mRMR,20,20,CELA3A
